Name,Address,Latitude,Longitude,BeerPrice,HappyHourPrice,HasHappyHour,HappyHourTimes,AvgRating,RatingsCount,OpeningHours,SpecialNotes,URL
Geronimo's FGT,"Stora Nygatan 5, 111 27 Stockholm, Sweden",59.32521999999999,18.067858,82,,No,,0,0,Tue: 17:00 – 01:00 | Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 15:00 – 02:00 | Sun: 17:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Geronimo%27s+FGT+Stora+Nygatan+5%2C+111+27+Stockholm%2C+Sweden
Sabai Soong,"Linnégatan 39B, 114 47 Stockholm, Sweden",59.336612,18.083726,82,,No,,0,0,Mon: 11:00 – 21:30 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 16:00 – 22:00 | Sun: 16:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Sabai+Soong+Linn%C3%A9gatan+39B%2C+114+47+Stockholm%2C+Sweden
Stampen,"Stora Gråmunkegränd 7, 111 27 Stockholm, Sweden",59.32531399999999,18.067823,82,,No,,0,0,Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 00:00 | Fri: 17:00 – 02:00 | Sat: 13:00 – 02:00 | Sun: 17:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Stampen+Stora+Gr%C3%A5munkegr%C3%A4nd+7%2C+111+27+Stockholm%2C+Sweden
Side Pour,"Norrlandsgatan 7, 114 43 Stockholm, Sweden",59.3348012,18.071098,82,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 02:00 | Sat: 12:00 – 02:00,,https://www.google.com/maps/search/?api=1&query=Side+Pour+Norrlandsgatan+7%2C+114+43+Stockholm%2C+Sweden
Bleck,"Katarina Bangata 68, 116 42 Stockholm, Sweden",59.3094236,18.0860494,82,,No,,0,0,Tue: 17:00 – 21:00 | Wed: 17:00 – 22:00 | Thu: 17:00 – 22:00 | Fri: 17:00 – 23:00 | Sat: 11:30 – 23:00 | Sun: 11:30 – 17:00,Terrace,https://www.google.com/maps/search/?api=1&query=Bleck+Katarina+Bangata+68%2C+116+42+Stockholm%2C+Sweden
Half Way Inn,"Swedenborgsgatan 6, 118 50 Stockholm, Sweden",59.31678640000001,18.063389,82,,No,,0,0,Mon: 15:00 – 00:00 | Tue: 15:00 – 00:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00 | Sun: 15:00 – 00:00,Terrace,https://www.google.com/maps/search/?api=1&query=Half+Way+Inn+Swedenborgsgatan+6%2C+118+50+Stockholm%2C+Sweden
Kapten Jack,"Malmskillnadsgatan 40, 111 57 Stockholm, Sweden",59.33371899999999,18.066364,82,,No,,0,0,Mon: 11:15 – 23:15 | Tue: 11:15 – 23:15 | Wed: 11:15 – 01:15 | Thu: 11:15 – 01:15 | Fri: 11:15 – 01:15 | Sat: 12:15 – 01:15 | Sun: 13:15 – 23:15,,https://www.google.com/maps/search/?api=1&query=Kapten+Jack+Malmskillnadsgatan+40%2C+111+57+Stockholm%2C+Sweden
Broms - Restaurang & Bar,"Karlavägen 76, Grevgatan 64, 114 59 Stockholm, Sweden",59.3378581,18.088066,82,,No,,0,0,Mon: 11:30 – 22:30 | Tue: 11:30 – 22:30 | Wed: 11:30 – 22:30 | Thu: 11:30 – 22:30 | Fri: 11:30 – 23:30 | Sat: 11:00 – 23:30 | Sun: 11:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Broms+-+Restaurang+%26+Bar+Karlav%C3%A4gen+76%2C+Grevgatan+64%2C+114+59+Stockholm%2C+Sweden
Franky's Burger,"Tegnérgatan 16, 113 58 Stockholm, Sweden",59.3398088,18.060533,82,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 21:00 | Thu: 11:00 – 21:00 | Fri: 11:00 – 22:00 | Sat: 12:00 – 22:00 | Sun: 12:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Franky%27s+Burger+Tegn%C3%A9rgatan+16%2C+113+58+Stockholm%2C+Sweden
Bishop Arms Gamla Stan,"111 27, Tyska Brinken 36, 111 27 Stockholm, Sweden",59.3231366,18.0690044,83,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 00:00 | Sun: 16:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Bishop+Arms+Gamla+Stan+111+27%2C+Tyska+Brinken+36%2C+111+27+Stockholm%2C+Sweden
O’Connell’s Irish Pub,"Stora Nygatan 21, 111 27 Stockholm, Sweden",59.3244329,18.069087,83,,No,,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 12:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=O%E2%80%99Connell%E2%80%99s+Irish+Pub+Stora+Nygatan+21%2C+111+27+Stockholm%2C+Sweden
Teaterbrasseriet,"Kungsgatan 70, 111 22 Stockholm, Sweden",59.3338427,18.0562324,84,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 23:00 | Sat: 07:00 – 23:00 | Sun: 07:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Teaterbrasseriet+Kungsgatan+70%2C+111+22+Stockholm%2C+Sweden
Tures - Restaurang & Bar,"Sturegallerian 10, 114 46 Stockholm, Sweden",59.3361865,18.0758781,84,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 00:00 | Sat: 11:30 – 00:00 | Sun: 12:00 – 18:00,,https://www.google.com/maps/search/?api=1&query=Tures+-+Restaurang+%26+Bar+Sturegallerian+10%2C+114+46+Stockholm%2C+Sweden
Snabba Katten,"Tegnérgatan 16, 113 58 Stockholm, Sweden",59.3398916,18.0605789,84,,No,,0,0,Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Snabba+Katten+Tegn%C3%A9rgatan+16%2C+113+58+Stockholm%2C+Sweden
Häktet,"Hornsgatan 82, 118 21 Stockholm, Sweden",59.31805559999999,18.0547222,84,,No,,0,0,Mon: 17:00 – 01:00 | Tue: 17:00 – 01:00 | Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 16:00 – 03:00 | Sat: 17:00 – 03:00,DJ,https://www.google.com/maps/search/?api=1&query=H%C3%A4ktet+Hornsgatan+82%2C+118+21+Stockholm%2C+Sweden
Bistro Leoparden,"Tegnérgatan 16, 113 58 Stockholm, Sweden",59.3398916,18.0605789,84,,No,,0,0,Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 16:00 – 01:00 | Sat: 17:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bistro+Leoparden+Tegn%C3%A9rgatan+16%2C+113+58+Stockholm%2C+Sweden
PONG Drottninggatan,"Drottninggatan 71C, 111 36 Stockholm, Sweden",59.33643180000001,18.0587228,84,,No,,0,0,Mon: 10:30 – 22:00 | Tue: 10:30 – 22:00 | Wed: 10:30 – 22:00 | Thu: 10:30 – 22:00 | Fri: 10:30 – 23:00 | Sat: 11:00 – 23:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=PONG+Drottninggatan+Drottninggatan+71C%2C+111+36+Stockholm%2C+Sweden
Café Ragazzi,"Drottninggatan 71A, 111 36 Stockholm, Sweden",59.335852,18.0592405,84,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 10:00 – 22:00 | Tue: 10:00 – 22:00 | Wed: 10:00 – 22:00 | Thu: 10:00 – 22:00 | Fri: 10:00 – 00:00 | Sat: 10:00 – 00:00 | Sun: 10:00 – 22:00,Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00),https://www.google.com/maps/search/?api=1&query=Caf%C3%A9+Ragazzi+Drottninggatan+71A%2C+111+36+Stockholm%2C+Sweden
KAJSAS I TULLEN,"Bergsunds Strand, 117 39 Stockholm, Sweden",59.3152796,18.0302235,84,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 21:30 | Thu: 11:00 – 21:30 | Fri: 11:00 – 21:30 | Sat: 11:00 – 22:00 | Sun: 11:00 – 20:00,Terrace · Pets OK,https://www.google.com/maps/search/?api=1&query=KAJSAS+I+TULLEN+Bergsunds+Strand%2C+117+39+Stockholm%2C+Sweden
"S:ta Clara Restaurant, Bierhaus & Live Musik Venue","Lilla Nygatan 17, 111 28 Stockholm, Sweden",59.32360609999999,18.0691276,84,,No,,0,0,Mon: 16:00 – 23:00 | Tue: 16:00 – 23:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 16:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 16:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=S%3Ata+Clara+Restaurant%2C+Bierhaus+%26+Live+Musik+Venue+Lilla+Nygatan+17%2C+111+28+Stockholm%2C+Sweden
Magari Pizza Karlaplan,"Styrmansgatan 52, 114 60 Stockholm, Sweden",59.33646649999999,18.088479,84,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 16:00 – 22:00 | Thu: 16:00 – 22:00 | Fri: 16:00 – 22:00 | Sat: 12:00 – 22:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Magari+Pizza+Karlaplan+Styrmansgatan+52%2C+114+60+Stockholm%2C+Sweden
Kommendören - Restaurang & Bar,"Kommendörsgatan 7, 114 48 Stockholm, Sweden",59.33919460000001,18.0775645,84,,No,,0,0,Mon: 11:30 – 23:00 | Tue: 11:30 – 23:00 | Wed: 11:30 – 00:00 | Thu: 11:30 – 00:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00,,https://www.google.com/maps/search/?api=1&query=Kommend%C3%B6ren+-+Restaurang+%26+Bar+Kommend%C3%B6rsgatan+7%2C+114+48+Stockholm%2C+Sweden
Nybrogatan 38 Kvarterskrog & Bar,"Nybrogatan 38, 114 40 Stockholm, Sweden",59.33782739999999,18.0800237,84,,No,,0,0,Mon: 07:30 – 23:00 | Tue: 07:30 – 23:00 | Wed: 07:30 – 00:00 | Thu: 07:30 – 00:00 | Fri: 07:30 – 00:00 | Sat: 11:00 – 00:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Nybrogatan+38+Kvarterskrog+%26+Bar+Nybrogatan+38%2C+114+40+Stockholm%2C+Sweden
Bierhaus,"Tegnérgatan 10, 113 58 Stockholm, Sweden",59.3402701,18.0619779,84,,No,,0,0,Mon: 15:00 – 23:00 | Tue: 15:00 – 23:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bierhaus+Tegn%C3%A9rgatan+10%2C+113+58+Stockholm%2C+Sweden
Morfar Ginko,"Swedenborgsgatan 13, 118 48 Stockholm, Sweden",59.31573859999999,18.0642328,88,,No,,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 23:30,Terrace · DJ,https://www.google.com/maps/search/?api=1&query=Morfar+Ginko+Swedenborgsgatan+13%2C+118+48+Stockholm%2C+Sweden
Mixens Bakficka,"Norrlandsgatan 18, 111 43 Stockholm, Sweden",59.3351115,18.0712491,85,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Mixens+Bakficka+Norrlandsgatan+18%2C+111+43+Stockholm%2C+Sweden
Bar Talea,"Österlånggatan 18, 111 31 Stockholm, Sweden",59.3243416,18.0738562,85,,No,,0,0,Mon: 15:00 – 23:00 | Tue: 15:00 – 23:00 | Wed: 12:00 – 23:00 | Thu: 12:00 – 23:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Bar+Talea+%C3%96sterl%C3%A5nggatan+18%2C+111+31+Stockholm%2C+Sweden
BrewDog Kungsholmen,"Sankt Eriksgatan 56, 112 34 Stockholm, Sweden",59.3361962,18.0342053,85,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 15:00 – 23:00 | Thu: 15:00 – 22:00 | Fri: 15:00 – 00:00 | Sat: 14:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=BrewDog+Kungsholmen+Sankt+Eriksgatan+56%2C+112+34+Stockholm%2C+Sweden
Le Relais de la Gare,"Vasagatan 38, 111 20 Stockholm, Sweden",59.33290760000001,18.0575263,85,,No,,0,0,Mon: 11:30 – 22:00 | Tue: 11:30 – 22:00 | Wed: 11:30 – 22:00 | Thu: 11:30 – 22:00 | Fri: 11:30 – 23:00 | Sat: 12:30 – 23:00,,https://www.google.com/maps/search/?api=1&query=Le+Relais+de+la+Gare+Vasagatan+38%2C+111+20+Stockholm%2C+Sweden
Knut Upplandsgatan,"Upplandsgatan 17, 113 60 Stockholm, Sweden",59.3381546,18.0528443,85,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 00:00 | Sat: 17:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Knut+Upplandsgatan+Upplandsgatan+17%2C+113+60+Stockholm%2C+Sweden
Rådhusbaren,"Bergsgatan 23, 112 28 Stockholm, Sweden",59.33001929999999,18.042001,85,,No,,0,0,Tue: 16:30 – 22:00 | Wed: 16:30 – 22:30 | Thu: 16:30 – 23:00 | Fri: 16:30 – 23:00,,https://www.google.com/maps/search/?api=1&query=R%C3%A5dhusbaren+Bergsgatan+23%2C+112+28+Stockholm%2C+Sweden
Pastis,"Baggensgatan 12, 111 31 Stockholm, Sweden",59.325,18.0733333,85,,No,,0,0,Mon: 17:00 – 23:00 | Tue: 12:00 – 23:00 | Wed: 12:00 – 23:00 | Thu: 12:00 – 23:00 | Fri: 12:00 – 23:00 | Sat: 13:00 – 23:00 | Sun: 13:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Pastis+Baggensgatan+12%2C+111+31+Stockholm%2C+Sweden
Italiano Bar,"Birger Jarlsgatan 23, 111 45 Stockholm, Sweden",59.3366986,18.0711406,85,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Italiano+Bar+Birger+Jarlsgatan+23%2C+111+45+Stockholm%2C+Sweden
Österlånggatan 17,"Österlånggatan 17, 111 31 Stockholm, Sweden",59.32515000000001,18.0740173,97,,No,,0,0,,,https://www.google.com/maps/search/?api=1&query=%C3%96sterl%C3%A5nggatan+17+%C3%96sterl%C3%A5nggatan+17%2C+111+31+Stockholm%2C+Sweden
Tysta Mari,"Humlegårdsgatan, 114 46 Stockholm, Sweden",59.3361781,18.0778588,85,,No,,0,0,Mon: 09:30 – 19:00 | Tue: 09:30 – 19:00 | Wed: 09:30 – 23:00 | Thu: 09:30 – 23:00 | Fri: 09:30 – 23:00 | Sat: 09:30 – 23:00,,https://www.google.com/maps/search/?api=1&query=Tysta+Mari+Humleg%C3%A5rdsgatan%2C+114+46+Stockholm%2C+Sweden
Soth's Kitchen,"Rålambshovsleden 50, 112 19 Stockholm, Sweden",59.3315391,18.0215408,85,,No,,0,0,Mon: 11:00 – 00:00 | Tue: 11:00 – 00:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 00:00 | Fri: 11:00 – 01:00 | Sat: 07:00 – 01:00 | Sun: 07:00 – 00:00,Terrace,https://www.google.com/maps/search/?api=1&query=Soth%27s+Kitchen+R%C3%A5lambshovsleden+50%2C+112+19+Stockholm%2C+Sweden
Restaurant Pelikan,"Blekingegatan 40, 116 62 Stockholm, Sweden",59.3105951,18.0762457,85,,No,,5,2,Mon: 11:30 – 00:00 | Tue: 11:30 – 00:00 | Wed: 11:30 – 00:00 | Thu: 11:30 – 00:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00 | Sun: 11:30 – 00:00,,https://www.google.com/maps/search/?api=1&query=Restaurant+Pelikan+Blekingegatan+40%2C+116+62+Stockholm%2C+Sweden
Barbro,"Hornstulls Strand 13, 117 39 Stockholm, Sweden",59.3143736,18.0331691,85,,No,,0,0,Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 17:00 – 00:30 | Sat: 17:00 – 00:30 | Sun: 17:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Barbro+Hornstulls+Strand+13%2C+117+39+Stockholm%2C+Sweden
Italiano,"Nybrogatan 12, 114 39 Stockholm, Sweden",59.33443089999999,18.0773433,85,,No,,0,0,Mon: 17:00 – 00:00 | Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 00:00 | Fri: 17:00 – 00:00 | Sat: 13:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Italiano+Nybrogatan+12%2C+114+39+Stockholm%2C+Sweden
Bar Lilla Compagniet,"Katarinavägen 18, 116 45 Stockholm, Sweden",59.31888679999999,18.074324,85,,No,,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bar+Lilla+Compagniet+Katarinav%C3%A4gen+18%2C+116+45+Stockholm%2C+Sweden
Nybroe Smörrebröd,"Nybrogatan 31, 114 36 Stockholm, Sweden",59.3359544,18.0776888,85,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 23:00 | Sat: 11:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Nybroe+Sm%C3%B6rrebr%C3%B6d+Nybrogatan+31%2C+114+36+Stockholm%2C+Sweden
Ciao Ciao Grande,"Storgatan 11, 114 44 Stockholm, Sweden",59.33547100000001,18.08182,85,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:30 | Sat: 12:00 – 22:30 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Ciao+Ciao+Grande+Storgatan+11%2C+114+44+Stockholm%2C+Sweden
Primo Artigiano,"Hantverkargatan 76A, 112 38 Stockholm, Sweden",59.3308913,18.0324393,85,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:30 | Sat: 12:00 – 22:30 | Sun: 12:00 – 22:00,Terrace,https://www.google.com/maps/search/?api=1&query=Primo+Artigiano+Hantverkargatan+76A%2C+112+38+Stockholm%2C+Sweden
LYKKE NYTORGET,"Nytorgsgatan 38, 116 40 Stockholm, Sweden",59.3133473,18.0820066,85,,No,,0,0,Mon: 09:00 – 18:00 | Tue: 09:00 – 18:00 | Wed: 09:00 – 22:00 | Thu: 09:00 – 22:00 | Fri: 09:00 – 00:00 | Sat: 09:00 – 00:00 | Sun: 09:00 – 18:00,Terrace · DJ · Pets OK,https://www.google.com/maps/search/?api=1&query=LYKKE+NYTORGET+Nytorgsgatan+38%2C+116+40+Stockholm%2C+Sweden
Mälarpaviljongen,"Norr Mälarstrand 64, 112 35 Stockholm, Sweden",59.3274705,18.0343205,86,,No,,0,0,Mon: 12:00 – 22:00 | Tue: 12:00 – 22:00 | Wed: 12:00 – 22:00 | Thu: 12:00 – 22:00 | Fri: 12:00 – 23:00 | Sat: 12:00 – 23:00 | Sun: 12:00 – 22:00,Terrace · Pets OK,https://www.google.com/maps/search/?api=1&query=M%C3%A4larpaviljongen+Norr+M%C3%A4larstrand+64%2C+112+35+Stockholm%2C+Sweden
Aifur,"Västerlånggatan 68B, 111 27 Stockholm, Sweden",59.3231165,18.0718328,86,,No,,0,0,Mon: 17:00 – 23:00 | Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Aifur+V%C3%A4sterl%C3%A5nggatan+68B%2C+111+27+Stockholm%2C+Sweden
Restaurang Kvarnen,"Tjärhovsgatan 4, 116 21 Stockholm, Sweden",59.31478310000001,18.0742765,86,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 00:00 | Fri: 11:00 – 03:00 | Sat: 11:30 – 03:00 | Sun: 11:30 – 23:00,DJ,https://www.google.com/maps/search/?api=1&query=Restaurang+Kvarnen+Tj%C3%A4rhovsgatan+4%2C+116+21+Stockholm%2C+Sweden
Tjoget,"Hornsbruksgatan 24, 117 34 Stockholm, Sweden",59.3161851,18.0349196,86,,No,,0,0,Mon: 17:00 – 01:00 | Tue: 17:00 – 01:00 | Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 16:00 – 03:00 | Sat: 13:00 – 03:00 | Sun: 17:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Tjoget+Hornsbruksgatan+24%2C+117+34+Stockholm%2C+Sweden
Hornstulls Bodega,"Hornsbruksgatan 24, 117 34 Stockholm, Sweden",59.3162112,18.0347985,86,,No,,0,0,Mon: 17:00 – 23:00 | Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 16:00 – 03:00 | Sat: 17:00 – 03:00 | Sun: 17:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Hornstulls+Bodega+Hornsbruksgatan+24%2C+117+34+Stockholm%2C+Sweden
Restaurang Tako,"Grev Turegatan 1, 114 34 Stockholm, Sweden",59.3351319,18.0743611,87,,No,,0,0,Mon: 11:30 – 00:00 | Tue: 11:30 – 00:00 | Wed: 11:30 – 01:00 | Thu: 11:30 – 01:00 | Fri: 11:30 – 02:00 | Sat: 12:00 – 02:00,,https://www.google.com/maps/search/?api=1&query=Restaurang+Tako+Grev+Turegatan+1%2C+114+34+Stockholm%2C+Sweden
Pub Stringfellows,"Torsgatan 48, 113 37 Stockholm, Sweden",59.34185850000001,18.0376245,87,,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00,0,0,Mon: 15:00 – 23:00 | Tue: 15:00 – 00:00 | Wed: 15:00 – 00:00 | Thu: 15:00 – 00:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00 | Sun: 15:00 – 23:00,Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00),https://www.google.com/maps/search/?api=1&query=Pub+Stringfellows+Torsgatan+48%2C+113+37+Stockholm%2C+Sweden
Restaurant Liebling,"Timmermansgatan 24, 118 55 Stockholm, Sweden",59.31747900000001,18.0601934,88,,No,,0,0,Mon: 16:00 – 23:00 | Tue: 16:00 – 23:00 | Wed: 11:30 – 00:00 | Thu: 11:30 – 00:00 | Fri: 11:30 – 00:00 | Sat: 12:00 – 00:00 | Sun: 12:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Restaurant+Liebling+Timmermansgatan+24%2C+118+55+Stockholm%2C+Sweden
Zum Franziskaner,"Skeppsbron 44, 111 30 Stockholm, Sweden",59.32241279999999,18.0742168,88,,No,,0,0,Mon: 16:00 – 23:00 | Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 15:00 – 00:00 | Sat: 15:00 – 00:00 | Sun: 15:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Zum+Franziskaner+Skeppsbron+44%2C+111+30+Stockholm%2C+Sweden
Napolyon Bistro & Bar,"Grev Turegatan 15, 114 46 Stockholm, Sweden",59.3363018,18.0759097,88,,No,,0,0,Mon: 11:30 – 23:00 | Tue: 11:30 – 23:00 | Wed: 11:30 – 23:00 | Thu: 11:30 – 23:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00,,https://www.google.com/maps/search/?api=1&query=Napolyon+Bistro+%26+Bar+Grev+Turegatan+15%2C+114+46+Stockholm%2C+Sweden
Strandbryggan,"Strandvägskajen 27, 114 56 Stockholm, Sweden",59.3314754,18.0927558,88,,No,,0,0,Mon: 11:30 – 23:30 | Tue: 11:30 – 23:30 | Wed: 11:30 – 23:30 | Thu: 11:30 – 23:30 | Fri: 11:30 – 23:30 | Sat: 11:30 – 23:30 | Sun: 11:30 – 23:30,,https://www.google.com/maps/search/?api=1&query=Strandbryggan+Strandv%C3%A4gskajen+27%2C+114+56+Stockholm%2C+Sweden
Restaurang Misteln Bar & Cafè,"Stortorget 22, 111 29 Stockholm, Sweden",59.32479419999999,18.0704575,88,,No,,0,0,Mon: 10:00 – 00:00 | Tue: 10:00 – 00:00 | Wed: 10:00 – 00:00 | Thu: 10:00 – 00:00 | Fri: 10:00 – 00:00 | Sat: 10:00 – 00:00 | Sun: 10:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Restaurang+Misteln+Bar+%26+Caf%C3%A8+Stortorget+22%2C+111+29+Stockholm%2C+Sweden
Karamell,"Skeppsbron 25, Tullhus 2, 111 30 Stockholm, Sweden",59.3233487,18.0755302,88,,No,,0,0,Wed: 16:30 – 23:00 | Thu: 16:30 – 23:00 | Fri: 15:30 – 00:00 | Sat: 11:30 – 00:00 | Sun: 11:30 – 17:00,,https://www.google.com/maps/search/?api=1&query=Karamell+Skeppsbron+25%2C+Tullhus+2%2C+111+30+Stockholm%2C+Sweden
Lådan,"Luntmakargatan 63, 113 58 Stockholm, Sweden",59.34038919999999,18.0601711,88,,No,,0,0,Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 11:30 – 00:00 | Sat: 12:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=L%C3%A5dan+Luntmakargatan+63%2C+113+58+Stockholm%2C+Sweden
