Name,Address,Latitude,Longitude,BeerPrice,HappyHourPrice,HasHappyHour,HappyHourTimes,AvgRating,RatingsCount,OpeningHours,SpecialNotes,URL
Knut bar,"Regeringsgatan 77, 111 39 Stockholm, Sweden",59.3364764,18.0673052,24,,No,,5,1,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 00:00 | Fri: 11:00 – 01:00 | Sat: 13:00 – 01:00,Terrace · DJ,https://www.google.com/maps/search/?api=1&query=Knut+bar+Regeringsgatan+77%2C+111+39+Stockholm%2C+Sweden
Nivå 22,"Fridhemsgatan 17, 112 40 Stockholm, Sweden",59.3324745,18.0285588,25,,No,,5,2,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 14:00 – 01:00,Terrace,https://www.google.com/maps/search/?api=1&query=Niv%C3%A5+22+Fridhemsgatan+17%2C+112+40+Stockholm%2C+Sweden
Haket,"Folkungagatan 69, 116 22 Stockholm, Sweden",59.31496600000001,18.0781938,25,,No,,0,0,Mon: 12:00 – 23:00 | Tue: 12:00 – 23:00 | Wed: 12:00 – 00:00 | Thu: 12:00 – 00:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Haket+Folkungagatan+69%2C+116+22+Stockholm%2C+Sweden
Lagan - Indisk Restaurang & Bar,"Sturegatan 34, 172 31 Sundbyberg, Sweden",59.36407490000001,17.9659144,29,,Yes,Sun 11:00–20:00; Sat 11:00–20:00; Wed 11:00–20:00; Mon 11:00–20:00; Thu 11:00–20:00; Tue 11:00–20:00; Fri 11:00–20:00,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 13:00 – 22:00 | Sun: 13:00 – 22:00,Happy Hour (Sun 11:00–20:00; Sat 11:00–20:00; Wed 11:00–20:00; Mon 11:00–20:00; Thu 11:00–20:00; Tue 11:00–20:00; Fri 11:00–20:00),https://www.google.com/maps/search/?api=1&query=Lagan+-+Indisk+Restaurang+%26+Bar+Sturegatan+34%2C+172+31+Sundbyberg%2C+Sweden
Kistan 2.0,"Kistagången 14, 164 40 Kista, Sverige",59.4049488,17.9507707,30,,No,,5,1,Thu: 17:00 – 03:00 | Fri: 17:00 – 03:00,,https://www.google.com/maps/search/?api=1&query=Kistan+2.0+Kistag%C3%A5ngen+14%2C+164+40+Kista%2C+Sverige
Retrobar Södermalm/Hornstull,"Hornsgatan 136, 117 28 Stockholm, Sweden",59.316454,18.041762,32,,Yes,Sat 16:00–18:00; Wed 16:00–18:00; Sun 16:00–18:00; Thu 16:00–18:00; Mon 16:00–18:00; Fri 16:00–18:00; Tue 16:00–18:00,0,0,Mon: 17:00 – 23:00 | Tue: 17:00 – 23:00 | Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 23:00,Terrace · Happy Hour (Sat 16:00–18:00; Wed 16:00–18:00; Sun 16:00–18:00; Thu 16:00–18:00; Mon 16:00–18:00; Fri 16:00–18:00; Tue 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Retrobar+S%C3%B6dermalm%2FHornstull+Hornsgatan+136%2C+117+28+Stockholm%2C+Sweden
Lion Bar,"Sveavägen 74, 113 59 Stockholm, Sweden",59.3398946,18.0597901,32,,Yes,,0,0,Mon: 13:00 – 03:00 | Tue: 13:00 – 03:00 | Wed: 13:00 – 03:00 | Thu: 13:00 – 03:00 | Fri: 13:00 – 03:00 | Sat: 13:00 – 03:00 | Sun: 13:00 – 03:00,Terrace · Happy Hour,https://www.google.com/maps/search/?api=1&query=Lion+Bar+Sveav%C3%A4gen+74%2C+113+59+Stockholm%2C+Sweden
New Castle Inn,"Lysviksgatan 50, 123 42 Farsta, Sweden",59.24719510000001,18.0934308,35,,No,,0,0,Tue: 16:00 – 22:00 | Wed: 16:00 – 22:00 | Thu: 16:00 – 22:00 | Fri: 14:00 – 22:00 | Sat: 13:00 – 22:00 | Sun: 13:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=New+Castle+Inn+Lysviksgatan+50%2C+123+42+Farsta%2C+Sweden
Amira,"Gustav Iii:S Boulevard 3, 169 72 Solna, Sweden",59.36770800000001,18.0140826,35,,No,,0,0,Mon: 11:00 – 20:00 | Tue: 11:00 – 20:00 | Wed: 11:00 – 20:00 | Thu: 11:00 – 20:00 | Fri: 11:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Amira+Gustav+Iii%3AS+Boulevard+3%2C+169+72+Solna%2C+Sweden
Jonny & Tores,"Ståltrådsvägen 29, 168 68 Bromma, Sweden",59.3468985,17.9747575,35,,No,,0,0,Mon: 15:00 – 22:00 | Tue: 15:00 – 22:00 | Wed: 15:00 – 22:00 | Thu: 15:00 – 22:00 | Fri: 15:00 – 23:00 | Sat: 12:00 – 23:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Jonny+%26+Tores+St%C3%A5ltr%C3%A5dsv%C3%A4gen+29%2C+168+68+Bromma%2C+Sweden
Restaurang Professorn,"Professorsslingan 13, 114 17 Stockholm, Sverige",59.36994079999999,18.0623625,35,,No,,5,1,Mon: 11:00 – 22:30 | Tue: 11:00 – 22:30 | Wed: 11:00 – 22:30 | Thu: 11:00 – 22:30 | Fri: 11:00 – 22:30 | Sat: 12:00 – 22:30 | Sun: 12:00 – 22:30,,https://www.google.com/maps/search/?api=1&query=Restaurang+Professorn+Professorsslingan+13%2C+114+17+Stockholm%2C+Sverige
Crazy Horse,"Götgatan 44, 118 26 Stockholm, Sweden",59.3161545,18.0721792,36,,Yes,Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Crazy+Horse+G%C3%B6tgatan+44%2C+118+26+Stockholm%2C+Sweden
Crazy Horse,"Sveavägen 60, 111 34 Stockholm, Sweden",59.3386143,18.060939,36,,Yes,Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00,4,1,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 03:00 | Thu: 11:00 – 03:00 | Fri: 11:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 01:00,Happy Hour (Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Crazy+Horse+Sveav%C3%A4gen+60%2C+111+34+Stockholm%2C+Sweden
Uncle Phils Skanstull,"Ölandsgatan 45, 116 63 Stockholm, Sverige",59.3088061,18.0765892,39,,Yes,Sat 17:00–22:00; Wed 17:00–22:00; Sun 17:00–22:00; Mon 17:00–22:00; Thu 17:00–22:00; Fri 17:00–22:00; Tue 17:00–22:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Sat 17:00–22:00; Wed 17:00–22:00; Sun 17:00–22:00; Mon 17:00–22:00; Thu 17:00–22:00; Fri 17:00–22:00; Tue 17:00–22:00),https://www.google.com/maps/search/?api=1&query=Uncle+Phils+Skanstull+%C3%96landsgatan+45%2C+116+63+Stockholm%2C+Sverige
Kellys,"Folkungagatan 49, 116 22 Stockholm, Sweden",59.31444440000001,18.0744444,39,,Yes,Sun 15:00–19:00; Wed 15:00–19:00; Sat 15:00–19:00; Mon 15:00–19:00; Thu 15:00–19:00; Tue 15:00–19:00; Fri 15:00–19:00,5,2,Mon: 11:00 – 03:00 | Tue: 11:00 – 03:00 | Wed: 11:00 – 03:00 | Thu: 11:00 – 03:00 | Fri: 11:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 03:00,Happy Hour (Sun 15:00–19:00; Wed 15:00–19:00; Sat 15:00–19:00; Mon 15:00–19:00; Thu 15:00–19:00; Tue 15:00–19:00; Fri 15:00–19:00),https://www.google.com/maps/search/?api=1&query=Kellys+Folkungagatan+49%2C+116+22+Stockholm%2C+Sweden
Dovas Hornstull,"Långholmsgatan 12, 117 33 Stockholm, Sweden",59.31811879999999,18.0318914,39,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 13:00 – 01:00 | Tue: 13:00 – 01:00 | Wed: 13:00 – 01:00 | Thu: 13:00 – 01:00 | Fri: 13:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00),https://www.google.com/maps/search/?api=1&query=Dovas+Hornstull+L%C3%A5ngholmsgatan+12%2C+117+33+Stockholm%2C+Sweden
International Bar Birkastan,"Rörstrandsgatan 11, 113 41 Stockholm, Sweden",59.3399432,18.0333346,39,,No,,0,0,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=International+Bar+Birkastan+R%C3%B6rstrandsgatan+11%2C+113+41+Stockholm%2C+Sweden
Hirschenkeller,"Sankt Eriksgatan 22, 112 39 Stockholm, Sweden",59.3315462,18.0311589,39,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Hirschenkeller+Sankt+Eriksgatan+22%2C+112+39+Stockholm%2C+Sweden
Burgers No Name Bar,"Åsögatan 110, 116 24 Stockholm, Sweden",59.31290060000001,18.0745931,39,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 23:00,Terrace,https://www.google.com/maps/search/?api=1&query=Burgers+No+Name+Bar+%C3%85s%C3%B6gatan+110%2C+116+24+Stockholm%2C+Sweden
The Lounge Bar Sveavägen,"Sveavägen 45, 111 34 Stockholm, Sweden",59.33923649999999,18.0594917,39,,Yes,Sun 14:00–20:00; Wed 14:00–20:00; Mon 14:00–20:00; Thu 14:00–20:00; Tue 14:00–20:00; Fri 14:00–20:00; Sat 14:00–20:00,0,0,Mon: 14:00 – 01:00 | Tue: 14:00 – 01:00 | Wed: 14:00 – 01:00 | Thu: 14:00 – 01:00 | Fri: 12:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Sun 14:00–20:00; Wed 14:00–20:00; Mon 14:00–20:00; Thu 14:00–20:00; Tue 14:00–20:00; Fri 14:00–20:00; Sat 14:00–20:00),https://www.google.com/maps/search/?api=1&query=The+Lounge+Bar+Sveav%C3%A4gen+Sveav%C3%A4gen+45%2C+111+34+Stockholm%2C+Sweden
Tegelbaren,"Råsundavägen 31, 169 67 Solna, Sweden",59.3637768,18.0135951,39,,No,,0,0,,,https://www.google.com/maps/search/?api=1&query=Tegelbaren+R%C3%A5sundav%C3%A4gen+31%2C+169+67+Solna%2C+Sweden
Vallonen Pub & Bistro,"Kungsgatan 56, 111 35 Stockholm, Sweden",59.3346583,18.0595708,39,,Yes,Sun 16:00–19:00; Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 05:00 | Sat: 12:00 – 05:00 | Sun: 12:00 – 01:00,Happy Hour (Sun 16:00–19:00; Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00),https://www.google.com/maps/search/?api=1&query=Vallonen+Pub+%26+Bistro+Kungsgatan+56%2C+111+35+Stockholm%2C+Sweden
Lilla Garbo,"Illerstigen 2, 170 70 Solna, Sweden",59.38284279999999,18.0288193,39,,No,,0,0,Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Lilla+Garbo+Illerstigen+2%2C+170+70+Solna%2C+Sweden
Oskar's Kök & Bar,"Kungstensgatan 25, 113 57 Stockholm, Sverige",59.3419377,18.0602149,39,,Yes,Sun 15:00–18:00; Wed 15:00–18:00; Mon 15:00–18:00; Thu 15:00–18:00; Tue 15:00–18:00,0,0,Mon: 15:00 – 23:00 | Tue: 15:00 – 23:00 | Wed: 15:00 – 23:00 | Thu: 15:00 – 23:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00,Happy Hour (Sun 15:00–18:00; Wed 15:00–18:00; Mon 15:00–18:00; Thu 15:00–18:00; Tue 15:00–18:00) · Pets OK,https://www.google.com/maps/search/?api=1&query=Oskar%27s+K%C3%B6k+%26+Bar+Kungstensgatan+25%2C+113+57+Stockholm%2C+Sverige
House of Burgers,"Västerlånggatan 50, 111 27 Stockholm, Sweden",59.323958,18.0707329,39,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 02:00 | Thu: 11:00 – 02:00 | Fri: 11:00 – 02:00 | Sat: 11:00 – 02:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=House+of+Burgers+V%C3%A4sterl%C3%A5nggatan+50%2C+111+27+Stockholm%2C+Sweden
The Station,"Landsvägen 55B, 172 65 Sundbyberg, Sverige",59.3613164,17.96714,39,,Yes,Sun 15:00–20:00; Mon 15:00–20:00; Tue 15:00–20:00; Fri 15:00–20:00; Thu 15:00–20:00; Wed 15:00–20:00; Sat 15:00–20:00,0,0,Mon: 14:00 – 01:00 | Tue: 14:00 – 01:00 | Wed: 14:00 – 01:00 | Thu: 14:00 – 01:00 | Fri: 14:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Sun 15:00–20:00; Mon 15:00–20:00; Tue 15:00–20:00; Fri 15:00–20:00; Thu 15:00–20:00; Wed 15:00–20:00; Sat 15:00–20:00),https://www.google.com/maps/search/?api=1&query=The+Station+Landsv%C3%A4gen+55B%2C+172+65+Sundbyberg%2C+Sverige
Dovas,"Hornsgatan 90, 118 21 Stockholm, Sverige",59.3178527,18.0532893,39,35,Yes,Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00,0,0,Mon: 13:00 – 03:00 | Tue: 13:00 – 03:00 | Wed: 13:00 – 03:00 | Thu: 13:00 – 03:00 | Fri: 12:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 03:00,Happy Hour (Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00),https://www.google.com/maps/search/?api=1&query=Dovas+Hornsgatan+90%2C+118+21+Stockholm%2C+Sverige
Bistro Berg,"Sundbybergs Torg 1, 172 67 Sundbyberg, Sweden",59.36164360000001,17.9667566,39,,Yes,Sun 12:00–20:00; Wed 12:00–20:00; Sat 12:00–20:00; Mon 12:00–20:00; Thu 12:00–20:00; Tue 12:00–20:00; Fri 12:00–20:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Sun 12:00–20:00; Wed 12:00–20:00; Sat 12:00–20:00; Mon 12:00–20:00; Thu 12:00–20:00; Tue 12:00–20:00; Fri 12:00–20:00),https://www.google.com/maps/search/?api=1&query=Bistro+Berg+Sundbybergs+Torg+1%2C+172+67+Sundbyberg%2C+Sweden
Tarantella,"Bredängstorget 23, 127 32 Skärholmen, Sweden",59.2943701,17.9342607,39,,No,,0,0,Mon: 10:00 – 00:00 | Tue: 10:00 – 00:00 | Wed: 10:00 – 00:00 | Thu: 10:00 – 00:00 | Fri: 10:00 – 00:00 | Sat: 11:00 – 00:00 | Sun: 11:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Tarantella+Bred%C3%A4ngstorget+23%2C+127+32+Sk%C3%A4rholmen%2C+Sweden
Paddy's Pub,"Sköldvägen 22, 191 47 Sollentuna, Sweden",59.42886470000001,17.948604,39,,Yes,,5,1,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 13:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 01:00,Happy Hour,https://www.google.com/maps/search/?api=1&query=Paddy%27s+Pub+Sk%C3%B6ldv%C3%A4gen+22%2C+191+47+Sollentuna%2C+Sweden
Bar 08 AB,"Mittemot T-Bana, Hantverkargatan 90, 112 40 Stockholm, Sweden",59.3316511,18.0287512,40,,No,,0,0,Mon: 16:00 – 01:30 | Tue: 16:00 – 01:30 | Wed: 16:00 – 01:30 | Thu: 16:00 – 01:30 | Fri: 15:00 – 01:30 | Sat: 17:00 – 01:30 | Sun: 15:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bar+08+AB+Mittemot+T-Bana%2C+Hantverkargatan+90%2C+112+40+Stockholm%2C+Sweden
Hirschenkeller Restaurant & Bar,"Hornsgatan 136, 117 28 Stockholm, Sweden",59.31643940000001,18.0419853,42,,No,,5,2,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Hirschenkeller+Restaurant+%26+Bar+Hornsgatan+136%2C+117+28+Stockholm%2C+Sweden
Hirschenkeller,"Sveavägen 61, 113 59 Stockholm, Sweden",59.34099070000001,18.0580506,42,,Yes,Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00,0,0,Mon: 13:00 – 01:00 | Tue: 13:00 – 01:00 | Wed: 13:00 – 03:00 | Thu: 13:00 – 01:00 | Fri: 13:00 – 03:00 | Sat: 13:00 – 03:00 | Sun: 13:00 – 01:00,Happy Hour (Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Hirschenkeller+Sveav%C3%A4gen+61%2C+113+59+Stockholm%2C+Sweden
Lion Bar Folkungagatan,"Folkungagatan 83, 116 22 Stockholm, Sweden",59.31528389999999,18.0805485,45,38,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00; Mon 20:00–23:00; Tue 20:00–23:00; Wed 20:00–23:00; Thu 20:00–23:00; Fri 20:00–23:00; Sat 20:00–23:00; Sun 20:00–23:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00; Mon 20:00–23:00; Tue 20:00–23:00; Wed 20:00–23:00; Thu 20:00–23:00; Fri 20:00–23:00; Sat 20:00–23:00; Sun 20:00–23:00),https://www.google.com/maps/search/?api=1&query=Lion+Bar+Folkungagatan+Folkungagatan+83%2C+116+22+Stockholm%2C+Sweden
Lion Bar Hornstull,"Hornsgatan 154, 117 28 Stockholm, Sweden",59.31588829999999,18.037397,45,39,Yes,Mon 14:00–19:00; Tue 14:00–19:00; Wed 14:00–19:00; Thu 14:00–19:00; Fri 14:00–19:00; Sat 14:00–19:00; Sun 14:00–19:00; Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00; Mon 20:00–23:00; Tue 20:00–23:00; Wed 20:00–23:00; Thu 20:00–23:00; Fri 20:00–23:00; Sat 20:00–23:00; Sun 20:00–23:00,0,0,Mon: 14:00 – 01:00 | Tue: 14:00 – 01:00 | Wed: 14:00 – 01:00 | Thu: 14:00 – 01:00 | Fri: 14:00 – 01:00 | Sat: 14:00 – 01:00 | Sun: 14:00 – 01:00,Happy Hour (Mon 14:00–19:00; Tue 14:00–19:00; Wed 14:00–19:00; Thu 14:00–19:00; Fri 14:00–19:00; Sat 14:00–19:00; Sun 14:00–19:00; Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00; Mon 20:00–23:00; Tue 20:00–23:00; Wed 20:00–23:00; Thu 20:00–23:00; Fri 20:00–23:00; Sat 20:00–23:00; Sun 20:00–23:00),https://www.google.com/maps/search/?api=1&query=Lion+Bar+Hornstull+Hornsgatan+154%2C+117+28+Stockholm%2C+Sweden
Petite France Sveavägen,"Sveavägen 19, 111 57 Stockholm, Sweden",59.3352587,18.0635262,45,,Yes,Sun 14:00–18:00; Mon 14:00–18:00; Tue 14:00–18:00; Wed 14:00–18:00; Thu 14:00–18:00; Fri 14:00–18:00,0,0,Mon: 08:00 – 18:00 | Tue: 08:00 – 18:00 | Wed: 08:00 – 18:00 | Thu: 08:00 – 18:00 | Fri: 08:00 – 18:00 | Sat: 10:00 – 17:00,Happy Hour (Sun 14:00–18:00; Mon 14:00–18:00; Tue 14:00–18:00; Wed 14:00–18:00; Thu 14:00–18:00; Fri 14:00–18:00),https://www.google.com/maps/search/?api=1&query=Petite+France+Sveav%C3%A4gen+Sveav%C3%A4gen+19%2C+111+57+Stockholm%2C+Sweden
German Beer Hall,"Hantverkargatan 71, 112 38 Stockholm, Sweden",59.33084400000001,18.0315907,45,,Yes,Sun 18:00–19:00; Wed 18:00–19:00; Sat 18:00–19:00; Thu 18:00–19:00; Mon 18:00–19:00; Fri 18:00–19:00; Tue 18:00–19:00,0,0,Mon: 15:00 – 23:00 | Tue: 15:00 – 23:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00 | Sun: 13:00 – 23:00,Terrace · Happy Hour (Sun 18:00–19:00; Wed 18:00–19:00; Sat 18:00–19:00; Thu 18:00–19:00; Mon 18:00–19:00; Fri 18:00–19:00; Tue 18:00–19:00),https://www.google.com/maps/search/?api=1&query=German+Beer+Hall+Hantverkargatan+71%2C+112+38+Stockholm%2C+Sweden
The Ship,"Sankt Eriksgatan 36, 112 34 Stockholm, Sweden",59.3338178,18.0324114,45,,Yes,Sun 17:00–18:00; Wed 17:00–18:00; Sat 17:00–18:00; Thu 17:00–18:00; Mon 17:00–18:00; Fri 17:00–18:00; Tue 17:00–18:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Terrace · Happy Hour (Sun 17:00–18:00; Wed 17:00–18:00; Sat 17:00–18:00; Thu 17:00–18:00; Mon 17:00–18:00; Fri 17:00–18:00; Tue 17:00–18:00) · Pool Table,https://www.google.com/maps/search/?api=1&query=The+Ship+Sankt+Eriksgatan+36%2C+112+34+Stockholm%2C+Sweden
Lion Bar Mariatorget,"Hornsgatan 55, 118 49 Stockholm, Sweden",59.3178697,18.0560097,45,35,Yes,Mon 11:00–19:00; Tue 11:00–19:00; Wed 11:00–19:00; Thu 11:00–19:00; Fri 11:00–19:00; Sat 11:00–19:00; Sun 11:00–19:00,0,0,Mon: 14:00 – 01:00 | Tue: 14:00 – 01:00 | Wed: 14:00 – 01:00 | Thu: 14:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Mon 11:00–19:00; Tue 11:00–19:00; Wed 11:00–19:00; Thu 11:00–19:00; Fri 11:00–19:00; Sat 11:00–19:00; Sun 11:00–19:00) · DJ,https://www.google.com/maps/search/?api=1&query=Lion+Bar+Mariatorget+Hornsgatan+55%2C+118+49+Stockholm%2C+Sweden
Bryggeriet Sportbar,"Odengatan 60, 113 22 Stockholm, Sweden",59.3434639,18.0525167,46,,Yes,Sun 14:00–19:00; Wed 14:00–19:00; Mon 14:00–19:00; Thu 14:00–19:00; Tue 14:00–19:00,0,0,Mon: 10:00 – 22:00 | Tue: 10:00 – 23:00 | Wed: 10:00 – 23:00 | Thu: 10:00 – 23:00 | Fri: 10:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 22:00,Happy Hour (Sun 14:00–19:00; Wed 14:00–19:00; Mon 14:00–19:00; Thu 14:00–19:00; Tue 14:00–19:00),https://www.google.com/maps/search/?api=1&query=Bryggeriet+Sportbar+Odengatan+60%2C+113+22+Stockholm%2C+Sweden
The Central Bar,"Götgatan 84, 118 62 Stockholm, Sweden",59.311226,18.074508,48,,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00,4,1,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Terrace · Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00),https://www.google.com/maps/search/?api=1&query=The+Central+Bar+G%C3%B6tgatan+84%2C+118+62+Stockholm%2C+Sweden
